Word,MorphStatus,Lang,ImmSA,ImmAllo,FlatClass,FlatSA,Flat,Class,SylCnt,StrsPat
soldier,M,,S,N,N,S,soldier[N],N,2,1x
soldier,Z,,S,N,N,S,soldier[N][V],V,2,1x
soldierlike,C,,SA,N,Nx,SA,soldier[N]+like[A|N.][A],A,3,1xx
soldierly,C,,SA,N,Nx,SA,soldier[N]+ly[A|N.][A],A,3,1xx
soldier of fortune,I,,,,,,,N,5,xxx1x
soldier on,C,,SS,N,NP,SS,soldier[N][V]+on[P][B][V],V,3,xx1
soldiery,C,,SA,N,Nx,SA,soldier[N]+ery[N|N.][N],N,3,1xx
sole,M,,S,N,N,S,sole[N],N,1,1
sole,Z,,S,N,N,S,sole[N][V],V,1,1
sole,M,,S,N,A,S,sole[A],A,1,1
solecism,O,,,,,,,N,4,1xxx
solely,C,,SA,N,Ax,SA,sole[A]+ly[B|A.][B],ADV,2,1x
solemn,M,,S,N,A,S,solemn[A],A,2,1x
solemnity,C,,SA,N,Ax,SA,solemn[A]+ity[N|A.][N],N,4,x1xx
solemnization,C,,SA,N,Axx,SAA,solemn[A]+ize[V|A.][V]+ation[N|V.][N],N,5,xxx1x
solemnize,C,,SA,N,Ax,SA,solemn[A]+ize[V|A.][V],V,3,1xx
solemnly,C,,SA,N,Ax,SA,solemn[A]+ly[B|A.][B],ADV,3,1xx
solemnness,C,,SA,N,Ax,SA,solemn[A]+ness[N|A.][N],N,3,1xx
sol-fa,C,,SS,N,NN,SS,sol[N]+fa[N][N],N,2,x1
solicit,M,,S,N,V,S,solicit[V],V,3,x1x
solicitation,C,,SA,N,Vx,SA,solicit[V]+ation[N|V.][N],N,5,xxx1x
solicitor,C,,SA,N,Vx,SA,solicit[V]+or[N|V.][N],N,4,x1xx
solicitor general,C,,SS,N,VxA,SAS,solicit[V]+or[N|V.][N]+general[A][N],N,7,xxxx1xx
solicitous,C,,SA,N,Vx,SA,solicit[V]+ous[A|V.][A],A,4,x1xx
solicitously,C,,SA,N,Vxx,SAA,solicit[V]+ous[A|V.][A]+ly[B|A.][B],ADV,5,x1xxx
solicitousness,C,,SA,N,Vxx,SAA,solicit[V]+ous[A|V.][A]+ness[N|A.][N],N,5,x1xxx
solicitude,C,,SA,N,Vx,SA,solicit[V]+tude[N|V.][N],N,4,x1xx
solid,Z,,S,N,A,S,solid[A][N],N,2,1x
solid,M,,S,N,A,S,solid[A],A,2,1x
solidarity,O,,,,,,,N,5,xx1xx
solidification,C,,SA,N,Axx,SAA,solid[A]+ify[V|A.][V]+ation[N|V.][N],N,6,xxxx1x
solidify,C,,SA,N,Ax,SA,solid[A]+ify[V|A.][V],V,4,x1xx
solidity,C,,SA,N,Ax,SA,solid[A]+ity[N|A.][N],N,4,x1xx
solidly,C,,SA,N,Ax,SA,solid[A]+ly[B|A.][B],ADV,3,1xx
solidness,C,,SA,N,Ax,SA,solid[A]+ness[N|A.][N],N,3,1xx
solid-state,C,,SS,N,AN,SS,solid[A]+state[N][A],A,3,xx1
solidus,M,,S,N,N,S,solidus[N],N,3,1xx
soliloquize,C,,SA,N,Nx,SA,soliloquy[N]+ize[V|N.][V],V,4,x1xx
soliloquy,R,,,,,,,N,4,x1xx
solipsism,O,,,,,,,N,4,1xxx
solipsist,C,,SA,N,Nx,SA,solipsism[N]+ist[N|N.][N],N,3,1xx
solipsistic,C,,SA,N,Nxx,SAA,solipsism[N]+ist[N|N.][N]+ic[A|N.][A],A,4,xx1x
solitaire,U,,,,,,,N,3,xx1
solitarily,C,,SA,N,Ax,SA,solitary[A]+ly[B|A.][B],ADV,5,1xxxx
solitary,O,,,,,,,A,4,1xxx
solitary,Z,,S,N,A,S,solitary[A][N],N,4,1xxx
solitary confinement,C,,SS,N,AVx,SSA,solitary[A]+confine[V]+ment[N|V.][N][N],N,7,xxxxx1x
solitude,O,,,,,,,N,3,1xx
solo,M,,S,N,N,S,solo[N],N,2,1x
solo,M,,S,N,A,S,solo[A],A,2,1x
solo,Z,,S,N,A,S,solo[A][B],ADV,2,1x
solo,Z,,S,N,A,S,solo[A][V],V,2,1x
soloist,C,,SA,N,Nx,SA,solo[N]+ist[N|N.][N],N,3,1xx
solstice,R,,,,,,,N,2,1x
solubility,C,,SA,N,Ax,SA,soluble[A]+ity[N|A.][N],N,5,xx1xx
soluble,M,,S,N,A,S,soluble[A],A,3,1xx
solution,C,,SA,N,Vx,SA,solve[V]+ution[N|V.][N],N,3,x1x
solvable,C,,SA,N,Vx,SA,solve[V]+able[A|V.][A],A,3,1xx
solve,M,,S,N,V,S,solve[V],V,1,1
solvency,C,,SA,N,Vxx,SAA,solve[V]+ent[A|V.][A]+ency[N|A.][N],N,3,1xx
solvent,Z,,S,N,Vx,SA,solve[V]+ent[A|V.][A][N],N,2,1x
solvent,C,,SA,N,Vx,SA,solve[V]+ent[A|V.][A],A,2,1x
solver,C,,SA,N,Vx,SA,solve[V]+er[N|V.][N],N,2,1x
Somali,M,,S,N,N,S,Somali[N],N,3,x1x
Somali,Z,,S,N,N,S,Somali[N][A],A,3,x1x
Somalia,I,,,,,,,N,3,x1x
Somalian,Z,,S,N,Nx,SA,Somalia[N]+an[A|N.][A][N],N,3,x1x
Somalian,C,,SA,N,Nx,SA,Somalia[N]+an[A|N.][A],A,3,x1x
somatic,O,,,,,,,A,3,x1x
sombre,M,,S,N,A,S,sombre[A],A,2,1x
sombrely,C,,SA,N,Ax,SA,sombre[A]+ly[B|A.][B],ADV,3,1xx
sombreness,C,,SA,N,Ax,SA,sombre[A]+ness[N|A.][N],N,3,1xx
sombrero,M,,S,N,N,S,sombrero[N],N,3,x1x
some,Z,,S,N,O,S,some[O][B],ADV,1,1
some,M,,S,N,O,S,some[O],PRON,1,1
somebody,C,,SS,N,ON,SS,some[O]+body[N][O],PRON,3,1xx
someday,C,,SS,N,ON,SS,some[O]+day[N][B],ADV,2,1x
somehow,C,,SS,N,OB,SS,some[O]+how[B][B],ADV,2,x1
someone,C,,SS,N,OO,SS,some[O]+one[O][O],PRON,2,1x
someplace,C,,SS,N,ON,SS,some[O]+place[N][B],ADV,2,1x
somersault,M,,S,N,N,S,somersault[N],N,3,1xx
somersault,Z,,S,N,N,S,somersault[N][V],V,3,1xx
something,Z,,S,N,ON,SS,some[O]+thing[N][O][B],ADV,2,1x
something,C,,SS,N,ON,SS,some[O]+thing[N][O],PRON,2,1x
sometime,C,,SS,N,ON,SS,some[O]+time[N][B],ADV,2,1x
sometime,Z,,S,N,ON,SS,some[O]+time[N][B][A],A,2,1x
sometimes,C,,SF,N,ON,SF,some[O]+times[N][B],ADV,2,1x
someway,C,A,SS,N,ON,SS,some[O]+way[N][B],ADV,2,1x
somewhat,C,,SS,N,OO,SS,some[O]+what[O][B],ADV,2,1x
somewhere,C,,SS,N,OB,SS,some[O]+where[B][B],ADV,2,1x
somnambulate,O,,,,,,,V,4,x1xx
somnambulism,C,,SA,N,Vx,SA,somnambulate[V]+ism[N|V.][N],N,5,x1xxx
somnambulist,C,,SA,N,Vxx,SAA,somnambulate[V]+ism[N|V.][N]+ist[N|N.][N],N,4,x1xx
somnolence,C,,SA,N,Ax,SA,somnolent[A]+ence[N|A.][N],N,3,1xx
somnolent,O,,,,,,,A,3,1xx
somnolently,C,,SA,N,Ax,SA,somnolent[A]+ly[B|A.][B],ADV,4,1xxx
son,M,,S,N,N,S,son[N],N,1,1
sonant,M,,S,N,A,S,sonant[A],A,2,1x
sonar,O,,,,,,,N,2,1x
sonata,M,,S,N,N,S,sonata[N],N,3,x1x
son et lumiere,U,,,,,,,N,4,xxx1
song,M,,S,N,N,S,song[N],N,1,1
songbird,C,,SS,N,NN,SS,song[N]+bird[N][N],N,2,1x
songbook,C,,SS,N,NN,SS,song[N]+book[N][N],N,2,1x
songster,C,,SA,N,Nx,SA,song[N]+ster[N|N.][N],N,2,1x
songstress,C,,SA,N,Nxx,SAA,song[N]+ster[N|N.][N]+ess[N|N.][N],N,2,1x
sonic,O,,,,,,,A,2,1x
sonic bang,C,,SS,N,AV,SS,sonic[A]+bang[V][N][N],N,3,xx1
sonic boom,C,,SS,N,AV,SS,sonic[A]+boom[V][N][N],N,3,xx1
son-in-law,I,,,,,,,N,3,1xx
sonnet,O,,,,,,,N,2,1x
sonneteer,C,,SA,N,Nx,SA,sonnet[N]+eer[N|N.][N],N,3,xx1
sonny,C,,SA,N,Nx,SA,son[N]+y[N|N.][N],N,2,1x
son of a bitch,I,,,,,,,N,4,xxx1
son of a gun,I,,,,,,,N,4,xxx1
sonority,C,,SA,N,Ax,SA,sonorous[A]+ity[N|A.][N],N,4,x1xx
sonorous,O,,,,,,,A,3,1xx
sonorously,C,,SA,N,Ax,SA,sonorous[A]+ly[B|A.][B],ADV,4,1xxx
sonsy,O,,,,,,,A,2,1x
soon,M,,S,N,B,S,soon[B],ADV,1,1
soot,M,,S,N,N,S,soot[N],N,1,1
soot,Z,,S,N,N,S,soot[N][V],V,1,1
soothe,M,,S,N,V,S,soothe[V],V,1,1
soothing,Z,,F,N,V,F,soothing[V][A],A,2,1x
soothingly,C,,SA,N,Vx,FA,soothing[V][A]+ly[B|A.][B],ADV,3,1xx
soothsayer,O,,,,,,,N,3,1xx
sooty,C,,SA,N,Nx,SA,soot[N]+y[A|N.][A],A,2,1x
sop,M,,S,N,N,S,sop[N],N,1,1
sop,Z,,S,N,N,S,sop[N][V],V,1,1
sophism,O,,,,,,,N,3,1xx
sophist,C,,SA,N,Nx,SA,sophism[N]+ist[N|N.][N],N,2,1x
sophisticate,C,,SAA,N,Nxxx,SAAA,sophism[N]+ist[N|N.][N]+ic[V|N.x]+ate[V|Nx.][V],V,4,x1xx
sophisticate,Z,,S,N,Nxxx,SAAA,sophism[N]+ist[N|N.][N]+ic[V|N.x]+ate[V|Nx.][V][N],N,4,x1xx
sophisticated,Z,,F,N,V,F,sophisticated[V][A],A,5,x1xxx
sophistication,C,,SA,N,Nxxxx,SAAAA,sophism[N]+ist[N|N.][N]+ic[V|N.x]+ate[V|Nx.][V]+ion[N|V.][N],N,5,xxx1x
sophistry,C,,SA,N,Nxx,SAA,sophism[N]+ist[N|N.][N]+ry[N|N.][N],N,3,1xx
sophomore,M,,S,N,N,S,sophomore[N],N,3,1xx
soporific,O,,,,,,,A,4,xx1x
soporific,M,,S,N,N,S,soporific[N],N,4,xx1x
soporifically,C,,SA,N,Ax,SA,soporific[A]+ally[B|A.][B],ADV,6,xx1xxx
sopping,Z,,F,N,V,F,sopping[V][A],A,2,1x
sopping,Z,,S,N,V,F,sopping[V][A][B],ADV,2,1x
soppy,C,B,SA,N,Nx,SA,sop[N]+y[A|N.][A],A,2,1x
soprano,M,,S,N,N,S,soprano[N],N,3,x1x
sop up,C,,SS,N,NB,SS,sop[N][V]+up[B][V],V,2,x1
sorbet,M,F,S,N,N,S,sorbet[N],N,2,1x
sorcerer,C,,SA,N,Nx,SA,sorcery[N]+er[N|N.][N],N,3,1xx
sorceress,C,,SA,N,Nxx,SAA,sorcery[N]+er[N|N.][N]+ess[N|N.][N],N,3,1xx
sorcery,O,,,,,,,N,3,1xx
sordid,O,,,,,,,A,2,1x
sordidly,C,,SA,N,Ax,SA,sordid[A]+ly[B|A.][B],ADV,3,1xx
sordidness,C,,SA,N,Ax,SA,sordid[A]+ness[N|A.][N],N,3,1xx
sore,Z,,S,N,A,S,sore[A][N],N,1,1
sore,M,,S,N,A,S,sore[A],A,1,1
sorehead,C,,SS,N,AN,SS,sore[A]+head[N][N],N,2,1x
sorely,C,,SA,N,Ax,SA,sore[A]+ly[B|A.][B],ADV,2,1x
soreness,C,,SA,N,Ax,SA,sore[A]+ness[N|A.][N],N,2,1x
sorghum,R,,,,,,,N,2,1x
sorority,O,,,,,,,N,4,x1xx
sorrel,Z,,S,N,A,S,sorrel[A][N],N,2,1x
sorrel,M,,S,N,A,S,sorrel[A],A,2,1x
sorrow,M,,S,N,N,S,sorrow[N],N,2,1x
sorrow,Z,,S,N,N,S,sorrow[N][V],V,2,1x
sorrowful,C,,SA,N,Nx,SA,sorrow[N]+ful[A|N.][A],A,3,1xx
sorrowfully,C,,SA,N,Nxx,SAA,sorrow[N]+ful[A|N.][A]+ly[B|A.][B],ADV,3,1xx
sorrowfulness,C,,SA,N,Nxx,SAA,sorrow[N]+ful[A|N.][A]+ness[N|A.][N],N,4,1xxx
sorry,M,,S,N,A,S,sorry[A],A,2,1x
sorry,I,,,,,,,I,2,1x
sort,M,,S,N,N,S,sort[N],N,1,1
sort,Z,,S,N,N,S,sort[N][V],V,1,1
sorter,C,,SA,N,Nx,SA,sort[N][V]+er[N|V.][N],N,2,1x
sortie,U,,,,,,,N,2,1x
sort of,C,,SS,N,NP,SS,sort[N]+of[P][B],ADV,2,1x
sort-out,Z,,S,N,NB,SS,sort[N][V]+out[B][V][N],N,2,1x
sort out,C,,SS,N,NB,SS,sort[N][V]+out[B][V],V,2,x1
SOS,I,,,,,,,,3,xx1
so-so,C,,SS,N,BB,SS,so[B]+so[B][A],A,2,1x
so-so,Z,,S,N,BB,SS,so[B]+so[B][A][B],ADV,2,1x
sot,M,,S,N,N,S,sot[N],N,1,1
Sotho,M,,S,N,N,S,Sotho[N],N,2,1x
Sotho,Z,,S,N,N,S,Sotho[N][A],A,2,1x
sottish,C,,SA,N,Nx,SA,sot[N]+ish[A|N.][A],A,2,1x
sottishly,C,,SA,N,Nxx,SAA,sot[N]+ish[A|N.][A]+ly[B|A.][B],ADV,3,1xx
sottishness,C,,SA,N,Nxx,SAA,sot[N]+ish[A|N.][A]+ness[N|A.][N],N,3,1xx
sotto voce,U,,,,,,,ADV,4,xx1x
sou,U,,,,,,,N,1,1
soubrette,U,F,,,,,,N,2,x1
soubriquet,M,,S,N,N,S,soubriquet[N],N,3,1xx
sou'-east,C,,SS,N,NN,SS,south[N]+east[N][N],N,2,x1
sou'-east,Z,,S,N,NN,SS,south[N]+east[N][N][B],ADV,2,x1
souffle,U,,,,,,,N,2,1x
sough,M,,S,N,V,S,sough[V],V,1,1
sough,Z,,S,N,V,S,sough[V][N],N,1,1
sought-after,C,,FS,N,VP,FS,sought[V]+after[P][B][A],A,3,1xx
soul,M,,S,N,N,S,soul[N],N,1,1
soul brother,C,,SS,N,NN,SS,soul[N]+brother[N][N],N,3,1xx
soul-destroying,C,,SF,N,NV,SF,soul[N]+destroying[V][A],A,4,1xxx
soulful,C,,SA,N,Nx,SA,soul[N]+ful[A|N.][A],A,2,1x
soulfully,C,,SA,N,Nxx,SAA,soul[N]+ful[A|N.][A]+ly[B|A.][B],ADV,3,1xx
soulfulness,C,,SA,N,Nxx,SAA,soul[N]+ful[A|N.][A]+ness[N|A.][N],N,3,1xx
soulless,C,,SA,N,Nx,SA,soul[N]+less[A|N.][A],A,2,1x
soullessly,C,,SA,N,Nxx,SAA,soul[N]+less[A|N.][A]+ly[B|A.][B],ADV,3,1xx
soullessness,C,,SA,N,Nxx,SAA,soul[N]+less[A|N.][A]+ness[N|A.][N],N,3,1xx
soul music,C,,SS,N,NN,SS,soul[N]+music[N][N],N,3,1xx
soul-searching,Z,,S,N,NV,SF,soul[N]+searching[V][N][A],A,3,1xx
soul-searching,C,,SF,N,NV,SF,soul[N]+searching[V][N],N,3,1xx
soul sister,C,,SS,N,NN,SS,soul[N]+sister[N][N],N,3,1xx
soul-stirring,C,,SS,N,NV,SF,soul[N]+stirring[V][A][A],A,3,1xx
sound,Z,,S,N,V,S,sound[V][N],N,1,1
sound,M,,S,N,V,S,sound[V],V,1,1
sound,M,,S,N,A,S,sound[A],A,1,1
sound,Z,,S,N,A,S,sound[A][B],ADV,1,1
sound barrier,C,,SS,N,VN,SS,sound[V][N]+barrier[N][N],N,3,1xx
sound-box,C,,SS,N,VN,SS,sound[V][N]+box[N][N],N,2,1x
sound effects,C,,SF,N,VN,SF,sound[V][N]+effects[N][N],N,3,1xx
sound-film,C,,SS,N,VN,SS,sound[V][N]+film[N][N],N,2,1x
sounding-board,C,,FS,N,VN,FS,sounding[V]+board[N][N],N,3,1xx
soundings,C,,FA,N,Vx,FA,sounding[V]+s[N|V.][N],N,2,1x
soundless,C,,SA,N,Vx,SA,sound[V][N]+less[A|N.][A],A,2,1x
soundlessly,C,,SA,N,Vxx,SAA,sound[V][N]+less[A|N.][A]+ly[B|A.][B],ADV,3,1xx
soundly,C,,SA,N,Ax,SA,sound[A]+ly[B|A.][B],ADV,2,1x
soundness,C,,SA,N,Ax,SA,sound[A]+ness[N|A.][N],N,2,1x
sound off,C,,SS,N,VB,SS,sound[V]+off[B][V],V,2,x1
sound out,C,,SS,N,VB,SS,sound[V]+out[B][V],V,2,x1
soundproof,Z,,S,N,Vx,SA,sound[V][N]+proof[A|N.][A][V],V,2,1x
soundproof,C,,SA,N,Vx,SA,sound[V][N]+proof[A|N.][A],A,2,1x
sound-recording,C,,SS,N,VV,SF,sound[V][N]+recording[V][N][N],N,4,1xxx
soundtrack,C,,SS,N,VN,SS,sound[V][N]+track[N][N],N,2,1x
sound-wave,C,,SS,N,VV,SS,sound[V][N]+wave[V][N][N],N,2,1x
soup,M,,S,N,N,S,soup[N],N,1,1
soupcon,U,F,,,,,,N,2,1x
soup-kitchen,C,,SS,N,NN,SS,soup[N]+kitchen[N][N],N,3,1xx
soup up,C,,SS,N,NB,SS,soup[N]+up[B][V],V,2,x1
sour,Z,,S,N,A,S,sour[A][V],V,2,1x
sour,M,,S,N,A,S,sour[A],A,2,1x
source,M,,S,N,N,S,source[N],N,1,1
sour cream,C,,SS,N,AN,SS,sour[A]+cream[N][N],N,3,xx1
sourdough,C,,SS,N,AN,SS,sour[A]+dough[N][N],N,3,1xx
soured cream,C,,FS,N,VN,FS,soured[V]+cream[N][N],N,3,1xx
sourly,C,,SA,N,Ax,SA,sour[A]+ly[B|A.][B],ADV,3,1xx
sourness,C,,SA,N,Ax,SA,sour[A]+ness[N|A.][N],N,3,1xx
sour on,C,A,SS,N,AP,SS,sour[A][V]+on[P][V],V,3,1xx
sourpuss,C,,SS,N,AN,SS,sour[A]+puss[N][N],N,3,1xx
sousaphone,O,,,,,,,N,3,1xx
souse,M,,S,N,V,S,souse[V],V,1,1
soused,Z,,F,N,V,F,soused[V][A],A,1,1
sou'-sou'-east,C,,SS,N,NNN,SSS,south[N]+south[N]+east[N][N][N],N,3,xx1
sou'-sou'-east,Z,,S,N,NNN,SSS,south[N]+south[N]+east[N][N][N][B],ADV,3,xx1
sou'-sou'-west,C,,SS,N,NNN,SSS,south[N]+south[N]+west[N][N][N],N,3,xx1
sou'-sou'-west,Z,,S,N,NNN,SSS,south[N]+south[N]+west[N][N][N][B],ADV,3,xx1
soutane,M,,S,N,N,S,soutane[N],N,2,x1
south,M,,S,N,N,S,south[N],N,1,1
south,Z,,S,N,N,S,south[N][B],ADV,1,1
South,I,,,,,,,N,1,1
southbound,C,,SS,N,NV,SF,south[N]+bound[V][A][A],A,2,1x
southeast,C,,SS,N,NN,SS,south[N]+east[N][N],N,2,x1
southeast,Z,,S,N,NN,SS,south[N]+east[N][N][B],ADV,2,x1
southeaster,C,,SA,N,NNx,SSA,south[N]+east[N][N]+er[N|N.][N],N,3,x1x
southeasterly,C,,SA,N,NNx,SSA,south[N]+east[N][N]+ly[A|N.][A],A,4,x1xx
southeastern,C,,SA,N,NNx,SSA,south[N]+east[N][N]+ern[A|N.][A],A,3,x1x
southeastward,C,,SA,N,NNx,SSA,south[N]+east[N][N]+ward[A|N.][A],A,3,x1x
southeastward,Z,,S,N,NNx,SSA,south[N]+east[N][N]+ward[A|N.][A][B],ADV,3,x1x
southeastwards,C,,SA,N,NNxx,SSAA,south[N]+east[N][N]+ward[A|N.][A][B]+s[B|B.][B],ADV,3,x1x
southerly,C,,SA,N,Nx,SA,south[N]+ly[A|N.][A],A,3,1xx
southerly,C,,SA,N,Nx,SA,south[N]+ly[B|N.][B],ADV,3,1xx
southern,C,,SA,N,Nx,SA,south[N]+ern[A|N.][A],A,2,1x
southerner,C,,SA,N,Nxx,SAA,south[N]+ern[A|N.][A]+er[N|A.][N],N,3,1xx
southern lights,C,,SF,N,NxN,SAF,south[N]+ern[A|N.][A]+lights[N][N],N,3,xx1
southernmost,C,,SA,N,Nxx,SAA,south[N]+ern[A|N.][A]+most[A|A.][A],A,3,1xx
southpaw,C,,SS,N,NN,SS,south[N]+paw[N][N],N,2,1x
South Pole,I,,,,,,,N,2,x1
south pole,Z,,S,N,N,S,South Pole[N][N],N,2,x1
south-southeast,C,,SS,N,NNN,SSS,south[N]+south[N]+east[N][N][N],N,3,xx1
south-southeast,Z,,S,N,NNN,SSS,south[N]+south[N]+east[N][N][N][B],ADV,3,xx1
south-southwest,C,,SS,N,NNN,SSS,south[N]+south[N]+west[N][N][N],N,3,xx1
south-southwest,Z,,S,N,NNN,SSS,south[N]+south[N]+west[N][N][N][B],ADV,3,xx1
southward,C,,SA,N,Nx,SA,south[N]+ward[B|N.][B],ADV,2,1x
southward,C,,SA,N,Nx,SA,south[N]+ward[A|N.][A],A,2,1x
southwards,C,,SA,N,Nxx,SAA,south[N]+ward[B|N.][B]+s[B|B.][B],ADV,2,1x
southwest,C,,SS,N,NN,SS,south[N]+west[N][N],N,2,x1
southwest,Z,,S,N,NN,SS,south[N]+west[N][N][B],ADV,2,x1
southwester,C,,SA,N,NNx,SSA,south[N]+west[N][N]+er[N|N.][N],N,3,x1x
southwesterly,C,,SA,N,NNx,SSA,south[N]+west[N][N]+ly[A|N.][A],A,4,x1xx
southwestern,C,,SA,N,NNx,SSA,south[N]+west[N][N]+ern[A|N.][A],A,3,x1x
southwestward,C,,SA,N,NNx,SSA,south[N]+west[N][N]+ward[A|N.][A],A,3,x1x
southwestward,Z,,S,N,NNx,SSA,south[N]+west[N][N]+ward[A|N.][A][B],ADV,3,x1x
southwestwards,C,,SA,N,NNxx,SSAA,south[N]+west[N][N]+ward[A|N.][A][B]+s[B|B.][B],ADV,3,x1x
souvenir,U,,,,,,,N,3,xx1
sou'-west,C,,SS,N,NN,SS,south[N]+west[N][N],N,2,x1
sou'-west,Z,,S,N,NN,SS,south[N]+west[N][N][B],ADV,2,x1
sou'wester,C,,SSA,N,NNx,SSA,south[N]+west[N]+er[N|NN.][N],N,3,x1x
sovereign,Z,,S,N,A,S,sovereign[A][N],N,2,1x
sovereign,M,,S,N,A,S,sovereign[A],A,2,1x
sovereignty,C,,SA,N,Ax,SA,sovereign[A]+ty[N|A.][N],N,3,1xx
soviet,M,,S,N,N,S,soviet[N],N,3,1xx
Soviet,M,,S,N,A,S,Soviet[A],A,2,1x
sovietize,C,,SA,N,Nx,SA,soviet[N]+ize[V|N.][V],V,4,1xxx
sow,M,,S,N,N,S,sow[N],N,1,1
sow,M,,S,N,V,S,sow[V],V,1,1
sower,C,,SA,N,Vx,SA,sow[V]+er[N|V.][N],N,2,1x
soy,M,,S,N,N,S,soy[N],N,1,1
soya,M,,S,N,N,S,soya[N],N,2,1x
soya bean,C,,SS,N,NN,SS,soya[N]+bean[N][N],N,3,1xx
soybean,C,,SS,N,NN,SS,soy[N]+bean[N][N],N,2,1x
soysauce,C,,SS,N,NN,SS,soy[N]+sauce[N][N],N,2,1x
sozzled,O,B,,,,,,A,2,1x
spa,M,,S,N,N,S,spa[N],N,1,1
space,M,,S,N,N,S,space[N],N,1,1
space,Z,,S,N,N,S,space[N][V],V,1,1
space-bar,C,,SS,N,NN,SS,space[N]+bar[N][N],N,2,1x
space-capsule,C,,SS,N,NN,SS,space[N]+capsule[N][N],N,3,1xx
spacecraft,C,,SS,N,NN,SS,space[N]+craft[N][N],N,2,1x
spaced out,C,A,FS,N,VB,FS,spaced[V]+out[B][A],A,2,x1
space-heater,C,,SS,N,NNx,SSA,space[N]+heat[N][V]+er[N|V.][N][N],N,3,1xx
space-helmet,C,,SS,N,NN,SS,space[N]+helmet[N][N],N,3,1xx
space probe,C,,SS,N,NN,SS,space[N]+probe[N][N],N,2,1x
space-rocket,C,,SS,N,NN,SS,space[N]+rocket[N][N],N,3,1xx
spaceship,C,,SS,N,NN,SS,space[N]+ship[N][N],N,2,1x
spacesuit,C,,SS,N,NN,SS,space[N]+suit[N][N],N,2,1x
space-time,C,,SS,N,NN,SS,space[N]+time[N][N],N,2,x1
space-vehicle,C,,SS,N,NN,SS,space[N]+vehicle[N][N],N,3,1xx
spacing,Z,,F,N,V,F,spacing[V][N],N,2,1x
spacious,C,,SA,N,Nx,SA,space[N]+ious[A|N.][A],A,2,1x
spaciously,C,,SA,N,Nxx,SAA,space[N]+ious[A|N.][A]+ly[B|A.][B],ADV,3,1xx
spaciousness,C,,SA,N,Nxx,SAA,space[N]+ious[A|N.][A]+ness[N|A.][N],N,3,1xx
spade,M,,S,N,N,S,spade[N],N,1,1
spade,Z,,S,N,N,S,spade[N][V],V,1,1
spadeful,C,,SA,N,Nx,SA,spade[N]+ful[N|N.][N],N,2,1x
spadework,C,,SS,N,NV,SS,spade[N][V]+work[V][N][N],N,2,1x
spaghetti,U,,,,,,,N,3,x1x
Spain,I,,,,,,,N,1,1
spam,M,,S,N,N,S,spam[N],N,1,1
span,M,,S,N,N,S,span[N],N,1,1
span,Z,,S,N,N,S,span[N][V],V,1,1
spangle,M,,S,N,N,S,spangle[N],N,2,1x
spangle,Z,,S,N,N,S,spangle[N][V],V,2,1x
Spaniard,C,,SA,N,Nx,SA,Spain[N]+ard[N|N.][N],N,2,1x
spaniel,M,,S,N,N,S,spaniel[N],N,2,1x
Spanish,O,,,,,,,A,2,1x
Spanish,Z,,S,N,A,S,Spanish[A][N],N,2,1x
spank,M,,S,N,V,S,spank[V],V,1,1
spank,Z,,S,N,V,S,spank[V][N],N,1,1
spanking,Z,,F,N,V,F,spanking[V][N],N,2,1x
spanking,O,,,,,,,A,2,1x
spanking,Z,,S,N,A,S,spanking[A][B],ADV,2,1x
spanner,C,B,SA,N,Nx,SA,span[N][V]+er[N|V.][N],N,2,1x
span roof,C,,SS,N,NN,SS,span[N]+roof[N][N],N,2,1x
spar,M,,S,N,N,S,spar[N],N,1,1
spar,Z,,S,N,N,S,spar[N][V],V,1,1
spare,Z,,S,N,V,S,spare[V][N],N,1,1
spare,M,,S,N,V,S,spare[V],V,1,1
spare,Z,,S,N,V,S,spare[V][A],A,1,1
sparely,C,,SA,N,Vx,SA,spare[V][A]+ly[B|A.][B],ADV,2,1x
spareness,C,,SA,N,Vx,SA,spare[V][A]+ness[N|A.][N],N,2,1x
spare-part surgery,I,,,,,,,N,5,xx1xx
spare-rib,C,,SS,N,VN,SS,spare[V][A]+rib[N][N],N,2,1x
spareribs,C,,SF,N,VN,SF,spare[V][A]+ribs[N][N],N,2,1x
spare tyre,C,,SS,N,VN,SS,spare[V][A]+tyre[N][N],N,3,x1x
sparing,Z,,F,N,V,F,sparing[V][A],A,2,1x
sparingly,C,,SA,N,Vx,FA,sparing[V][A]+ly[B|A.][B],ADV,3,1xx
spark,M,,S,N,N,S,spark[N],N,1,1
spark,Z,,S,N,N,S,spark[N][V],V,1,1
sparking-plug,C,,FS,N,VN,FS,sparking[V]+plug[N][N],N,3,1xx
sparkle,Z,,S,N,Nx,SA,spark[N][V]+le[V|V.][V][N],N,2,1x
sparkle,C,,SA,N,Nx,SA,spark[N][V]+le[V|V.][V],V,2,1x
sparkler,C,,SA,N,Nxx,SAA,spark[N][V]+le[V|V.][V]+er[N|V.][N],N,2,1x
sparkling,Z,,F,N,V,F,sparkling[V][A],A,2,1x
spark off,C,,SS,N,NB,SS,spark[N][V]+off[B][V],V,2,x1
spark-plug,C,A,SS,N,NN,SS,spark[N][V]+plug[N][N],N,2,1x
sparks,Z,,F,N,N,F,sparks[N][N],N,1,1
sparring-match,C,,FS,N,VN,FS,sparring[V]+match[N][N],N,3,1xx
